,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,payment_type,trip_type,congestion_surcharge,cbd_congestion_fee,trip_duration_minutes,pickup_hour,pickup_day,pickup_month
41513,43,230,1.0,3.22,17.7,0.0,0.5,4.54,0.0,27.24,1.0,1.0,2.75,0.75,15.633333333333333,9,Wednesday,1
41514,244,127,1.0,3.11,16.3,0.0,0.5,0.0,0.0,17.8,2.0,1.0,0.0,0.0,11.666666666666666,9,Wednesday,1
41517,75,74,1.0,0.74,5.8,0.0,0.5,1.46,0.0,8.76,1.0,1.0,0.0,0.0,3.2,9,Wednesday,1
41518,74,75,1.0,1.41,12.1,0.0,0.5,2.72,0.0,16.32,1.0,1.0,0.0,0.0,11.866666666666667,9,Wednesday,1
41519,240,174,1.0,0.0,17.5,0.0,1.5,0.0,0.0,19.0,1.0,1.0,0.0,0.0,11.283333333333333,9,Wednesday,1
41520,74,43,1.0,1.41,9.3,0.0,0.5,1.3,0.0,12.1,1.0,1.0,0.0,0.0,7.75,6,Wednesday,1
41521,41,74,1.0,0.67,6.5,0.0,0.5,1.6,0.0,9.6,1.0,1.0,0.0,0.0,4.566666666666666,9,Wednesday,1
41524,43,142,1.0,3.03,21.9,0.0,0.5,5.38,0.0,32.28,1.0,1.0,2.75,0.75,23.15,9,Wednesday,1
41526,74,75,1.0,1.56,11.4,0.0,0.5,2.0,0.0,14.9,1.0,1.0,0.0,0.0,10.766666666666667,4,Wednesday,1
41527,74,75,1.0,1.53,11.4,0.0,0.5,1.94,0.0,14.84,1.0,1.0,0.0,0.0,11.333333333333334,9,Wednesday,1
41528,75,74,1.0,0.94,5.8,0.0,0.5,1.46,0.0,8.76,1.0,1.0,0.0,0.0,3.466666666666667,9,Wednesday,1
41530,43,162,1.0,2.73,19.1,0.0,0.5,4.82,0.0,28.92,1.0,1.0,2.75,0.75,20.266666666666666,9,Wednesday,1
41531,166,166,1.0,0.71,8.6,0.0,0.5,3.03,0.0,13.13,1.0,1.0,0.0,0.0,7.483333333333333,9,Wednesday,1
41532,74,140,1.0,4.35,21.9,0.0,0.5,4.0,0.0,30.15,1.0,1.0,2.75,0.0,17.883333333333333,9,Wednesday,1
41533,74,239,1.0,3.16,17.7,0.0,0.5,4.39,0.0,26.34,1.0,1.0,2.75,0.0,15.883333333333333,10,Wednesday,1
41534,74,166,1.0,1.78,12.1,0.0,0.5,2.72,0.0,16.32,1.0,1.0,0.0,0.0,11.133333333333333,9,Wednesday,1
41535,95,95,1.0,0.06,3.0,0.0,0.5,0.0,0.0,4.5,2.0,1.0,0.0,0.0,0.7833333333333333,9,Wednesday,1
41536,74,236,1.0,2.25,20.5,0.0,0.5,4.95,0.0,29.7,1.0,1.0,2.75,0.0,23.383333333333333,9,Wednesday,1
41537,74,75,1.0,1.37,13.5,0.0,0.5,0.0,0.0,15.0,2.0,1.0,0.0,0.0,14.75,9,Wednesday,1
41539,166,239,1.0,1.55,10.0,0.0,0.5,3.56,0.0,17.81,1.0,1.0,2.75,0.0,7.033333333333333,9,Wednesday,1
41540,43,151,1.0,1.28,9.3,0.0,0.5,3.0,0.0,13.8,1.0,1.0,0.0,0.0,7.116666666666666,9,Wednesday,1
41541,236,43,1.0,3.16,20.5,0.0,0.5,5.1,0.0,30.6,1.0,1.0,2.75,0.75,20.766666666666666,9,Wednesday,1
41544,41,24,1.0,1.09,7.2,0.0,0.5,0.0,0.0,8.7,2.0,1.0,0.0,0.0,4.45,9,Wednesday,1
41547,74,74,1.0,0.4,5.1,0.0,1.5,0.0,0.0,6.6,2.0,1.0,0.0,0.0,2.55,9,Wednesday,1
41548,74,166,1.0,2.0,14.2,0.0,1.5,3.1,0.0,18.8,1.0,1.0,0.0,0.0,13.233333333333333,9,Wednesday,1
41549,74,75,1.0,1.62,10.0,0.0,0.5,2.3,0.0,13.8,1.0,1.0,0.0,0.0,7.916666666666667,9,Wednesday,1
41550,74,244,1.0,3.46,21.9,0.0,0.5,0.0,0.0,23.4,2.0,1.0,0.0,0.0,21.583333333333332,9,Wednesday,1
41552,43,236,1.0,0.79,7.9,0.0,0.5,3.04,0.0,15.19,1.0,1.0,2.75,0.0,6.85,9,Wednesday,1
41554,74,140,1.0,3.18,18.4,0.0,0.5,4.53,0.0,27.18,1.0,1.0,2.75,0.0,17.116666666666667,9,Wednesday,1
41555,24,140,1.0,3.0,17.7,2.75,1.5,5.45,0.0,27.4,1.0,1.0,2.75,0.0,16.666666666666668,9,Wednesday,1
41557,236,170,1.0,3.2,19.1,3.5,1.5,4.8,0.0,28.9,1.0,1.0,2.75,0.75,22.7,9,Wednesday,1
41558,166,152,1.0,0.4,5.1,0.0,0.5,1.98,0.0,8.58,1.0,1.0,0.0,0.0,2.6666666666666665,9,Wednesday,1
41559,74,236,1.0,2.46,21.9,0.0,0.5,3.5,0.0,29.65,1.0,1.0,2.75,0.0,24.516666666666666,9,Wednesday,1
41560,74,236,1.0,1.8,12.1,2.75,1.5,3.25,0.0,19.6,1.0,1.0,2.75,0.0,11.033333333333333,9,Wednesday,1
41561,74,75,1.0,1.19,7.2,0.0,0.5,1.3,0.0,10.0,1.0,1.0,0.0,0.0,5.05,9,Wednesday,1
41562,41,166,1.0,0.93,8.6,0.0,0.5,2.02,0.0,12.12,1.0,1.0,0.0,0.0,6.833333333333333,9,Wednesday,1
41563,74,75,1.0,1.22,11.4,0.0,0.5,5.0,0.0,17.9,1.0,1.0,0.0,0.0,11.0,9,Wednesday,1
41564,61,61,1.0,0.0,16.5,0.0,1.5,0.0,0.0,18.0,1.0,1.0,0.0,0.0,8.233333333333333,9,Wednesday,1
41565,43,244,1.0,5.54,24.0,0.0,0.5,0.0,0.0,25.5,1.0,1.0,0.0,0.0,12.616666666666667,9,Wednesday,1
41566,116,20,1.0,4.79,25.4,0.0,0.5,0.0,0.0,26.9,2.0,1.0,0.0,0.0,21.716666666666665,9,Wednesday,1
41567,74,75,1.0,0.81,6.5,0.0,0.5,1.6,0.0,9.6,1.0,1.0,0.0,0.0,4.583333333333333,9,Wednesday,1
41568,74,41,1.0,1.14,9.3,0.0,0.5,1.0,0.0,11.8,1.0,1.0,0.0,0.0,7.566666666666666,9,Wednesday,1
41571,74,140,1.0,3.27,22.6,0.0,0.5,3.15,0.0,30.0,1.0,1.0,2.75,0.0,23.35,9,Wednesday,1
41572,75,74,1.0,1.82,10.7,0.0,0.5,0.0,0.0,12.2,2.0,1.0,0.0,0.0,8.216666666666667,9,Wednesday,1
41573,41,166,1.0,1.49,10.0,0.0,0.5,0.0,0.0,11.5,1.0,1.0,0.0,0.0,8.416666666666666,9,Wednesday,1
41574,43,43,1.0,2.55,14.9,0.0,0.5,3.83,0.0,22.98,1.0,1.0,2.75,0.0,14.183333333333334,9,Wednesday,1
41578,74,237,1.0,2.62,22.6,0.0,0.5,0.0,0.0,26.85,1.0,1.0,2.75,0.0,1396.7833333333333,9,Wednesday,1
41579,130,132,1.0,5.28,22.6,0.0,0.5,0.01,0.0,24.11,1.0,1.0,0.0,0.0,14.983333333333333,9,Wednesday,1
41580,132,130,1.0,5.08,21.2,0.0,0.5,0.01,0.0,23.96,1.0,1.0,0.0,0.0,9.666666666666666,9,Wednesday,1
41581,74,243,1.0,3.6,18.4,0.0,0.5,0.0,0.0,19.9,1.0,1.0,0.0,0.0,12.8,9,Wednesday,1
41582,43,229,1.0,2.58,17.7,0.0,0.5,4.54,0.0,27.24,1.0,1.0,2.75,0.75,18.05,9,Wednesday,1
41583,74,43,1.0,2.33,14.2,0.0,0.5,2.21,0.0,20.66,1.0,1.0,2.75,0.0,13.083333333333334,9,Wednesday,1
41584,41,24,1.0,1.39,10.0,0.0,0.5,2.88,0.0,14.38,1.0,1.0,0.0,0.0,8.183333333333334,9,Wednesday,1
41585,74,75,1.0,1.43,13.5,0.0,0.5,3.0,0.0,18.0,1.0,1.0,0.0,0.0,13.05,9,Wednesday,1
41588,41,75,1.0,1.49,11.4,0.0,0.5,2.58,0.0,15.48,1.0,1.0,0.0,0.0,10.933333333333334,9,Wednesday,1
41591,134,134,1.0,0.0,25.0,0.0,0.0,0.0,0.0,26.0,1.0,2.0,0.0,0.0,0.11666666666666667,9,Wednesday,1
41592,74,166,1.0,1.46,11.4,0.0,0.5,3.87,0.0,16.77,1.0,1.0,0.0,0.0,11.583333333333334,9,Wednesday,1
41593,74,166,1.0,1.69,12.8,0.0,0.5,0.0,0.0,14.3,1.0,1.0,0.0,0.0,11.916666666666666,9,Wednesday,1
41594,74,238,1.0,2.66,16.3,0.0,0.5,5.08,0.0,25.38,1.0,1.0,2.5,0.0,15.516666666666667,9,Wednesday,1
41595,74,236,1.0,2.43,14.9,0.0,0.5,1.0,0.0,20.15,1.0,1.0,2.75,0.0,13.466666666666667,9,Wednesday,1
41596,74,75,1.0,0.57,5.8,0.0,0.5,0.0,0.0,7.3,2.0,1.0,0.0,0.0,4.166666666666667,9,Wednesday,1
41597,74,236,1.0,2.49,20.5,0.0,0.5,4.95,0.0,29.7,1.0,1.0,2.75,0.0,22.6,9,Wednesday,1
41602,166,236,1.0,2.78,17.0,0.0,0.5,6.38,0.0,27.63,1.0,1.0,2.75,0.0,15.616666666666667,10,Wednesday,1
41604,74,239,1.0,2.9,14.2,2.75,1.5,3.65,0.0,22.1,1.0,1.0,2.75,0.0,11.716666666666667,10,Wednesday,1
41605,74,140,1.0,3.2,18.4,2.75,1.5,0.0,0.0,22.65,1.0,1.0,2.75,0.0,20.15,10,Wednesday,1
41606,74,140,1.0,4.42,24.0,0.0,0.5,0.0,0.0,28.25,2.0,1.0,2.75,0.0,24.45,10,Wednesday,1
41607,40,33,1.0,0.89,8.6,0.0,0.5,0.0,0.0,10.1,2.0,1.0,0.0,0.0,8.3,10,Wednesday,1
41608,75,236,1.0,0.7,7.9,0.0,0.5,2.43,0.0,14.58,1.0,1.0,2.75,0.0,7.083333333333333,10,Wednesday,1
41609,74,140,1.0,3.63,28.2,0.0,0.5,4.0,0.0,36.45,1.0,1.0,2.75,0.0,30.45,10,Wednesday,1
41612,74,238,1.0,2.77,16.3,0.0,0.5,0.0,0.0,20.55,1.0,1.0,2.75,0.0,14.95,6,Wednesday,1
41613,166,74,1.0,1.95,14.2,0.0,0.5,3.14,0.0,18.84,1.0,1.0,0.0,0.0,14.716666666666667,10,Wednesday,1
41615,74,239,1.0,3.0,22.6,0.0,0.5,5.37,0.0,32.22,1.0,1.0,2.75,0.0,23.15,4,Wednesday,1
41616,236,151,1.0,1.74,12.1,0.0,0.5,2.72,0.0,16.32,1.0,1.0,0.0,0.0,1390.1333333333334,4,Wednesday,1
41617,74,236,1.0,2.21,15.6,0.0,0.5,3.97,0.0,23.82,1.0,1.0,2.75,0.0,15.65,10,Wednesday,1
41618,76,72,1.0,0.0,19.5,0.0,1.5,0.0,0.0,21.0,1.0,1.0,0.0,0.0,16.483333333333334,10,Wednesday,1
41619,74,236,1.0,1.86,10.7,0.0,0.5,0.0,0.0,14.95,2.0,1.0,2.75,0.0,9.116666666666667,10,Wednesday,1
41620,82,138,1.0,2.65,16.3,5.0,0.5,0.0,0.0,22.8,2.0,1.0,0.0,0.0,13.033333333333333,10,Wednesday,1
41622,74,236,1.0,1.88,10.7,0.0,0.5,2.99,0.0,17.94,1.0,1.0,2.75,0.0,8.333333333333334,10,Wednesday,1
41623,75,263,1.0,1.45,14.9,0.0,0.5,3.83,0.0,22.98,1.0,1.0,2.75,0.0,15.166666666666666,10,Wednesday,1
41624,74,236,1.0,1.88,12.8,0.0,0.5,4.26,0.0,21.31,1.0,1.0,2.75,0.0,12.383333333333333,10,Wednesday,1
41625,43,163,1.0,2.12,19.1,0.0,0.5,0.0,0.0,24.1,1.0,1.0,2.75,0.75,21.216666666666665,9,Wednesday,1
41630,166,166,1.0,0.4,5.1,0.0,1.5,0.0,0.0,6.6,2.0,1.0,0.0,0.0,2.7666666666666666,10,Wednesday,1
41631,24,151,1.0,0.5,5.1,0.0,1.5,0.0,0.0,6.6,2.0,1.0,0.0,0.0,2.8,10,Wednesday,1
41632,82,264,1.0,0.0,20.5,0.0,1.5,0.0,0.0,22.0,1.0,1.0,0.0,0.0,14.616666666666667,10,Wednesday,1
41634,95,95,1.0,1.9,12.8,0.0,1.5,0.0,0.0,14.3,1.0,1.0,0.0,0.0,11.65,10,Wednesday,1
41635,129,70,1.0,2.91,16.3,0.0,0.5,3.56,0.0,21.36,1.0,1.0,0.0,0.0,10.55,10,Wednesday,1
41636,74,238,1.0,2.87,17.7,0.0,0.5,4.39,0.0,26.34,1.0,1.0,2.75,0.0,16.3,10,Wednesday,1
41637,74,166,1.0,2.0,13.5,0.0,1.5,3.75,0.0,18.75,1.0,1.0,0.0,0.0,13.116666666666667,10,Wednesday,1
41638,74,239,1.0,3.01,19.8,0.0,0.5,0.0,0.0,24.05,2.0,1.0,2.75,0.0,18.966666666666665,10,Wednesday,1
41639,75,142,1.0,1.9,12.8,0.0,0.5,2.56,0.0,19.61,1.0,1.0,2.75,0.0,11.466666666666667,10,Wednesday,1
41640,74,41,1.0,0.97,7.2,0.0,0.5,0.0,0.0,8.7,2.0,1.0,0.0,0.0,6.316666666666666,10,Wednesday,1
41641,74,75,1.0,1.38,8.6,0.0,0.5,2.02,0.0,12.12,1.0,1.0,0.0,0.0,6.783333333333333,10,Wednesday,1
41642,74,239,1.0,3.02,17.7,0.0,0.5,4.0,0.0,25.95,1.0,1.0,2.75,0.0,15.85,10,Wednesday,1
41643,129,138,1.0,3.75,17.0,5.0,0.5,0.0,0.0,23.5,2.0,1.0,0.0,0.0,8.35,10,Wednesday,1
41644,71,25,1.0,0.0,22.5,0.0,1.5,0.0,0.0,24.0,1.0,1.0,0.0,0.0,27.016666666666666,10,Wednesday,1
41645,75,237,1.0,2.7,21.9,0.0,0.5,5.38,0.0,32.28,1.0,1.0,2.75,0.75,25.333333333333332,10,Wednesday,1
41646,74,43,1.0,1.47,14.2,0.0,0.5,3.14,0.0,18.84,1.0,1.0,0.0,0.0,14.45,10,Wednesday,1
41647,74,236,1.0,1.8,10.7,0.0,0.5,2.5,0.0,17.45,1.0,1.0,2.75,0.0,8.566666666666666,10,Wednesday,1
41648,75,140,1.0,3.26,21.9,0.0,0.5,0.0,0.0,26.15,2.0,1.0,2.75,0.0,21.366666666666667,10,Wednesday,1
41651,74,75,1.0,1.45,9.3,0.0,0.5,2.16,0.0,12.96,1.0,1.0,0.0,0.0,6.833333333333333,10,Wednesday,1
41652,43,142,1.0,2.47,16.3,0.0,0.5,1.0,0.0,21.55,1.0,1.0,2.75,0.0,14.183333333333334,10,Wednesday,1
41653,75,75,1.0,0.45,5.8,0.0,0.5,2.19,0.0,9.49,1.0,1.0,0.0,0.0,4.433333333333334,10,Wednesday,1
41654,41,74,1.0,0.95,10.0,0.0,0.5,0.0,0.0,11.5,1.0,1.0,0.0,0.0,9.516666666666667,10,Wednesday,1
41655,223,223,1.0,0.0,15.55,0.0,0.0,0.0,0.0,16.55,1.0,2.0,0.0,0.0,0.05,10,Wednesday,1
41657,74,74,1.0,0.03,23.0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,0.0,0.0,0.6,10,Wednesday,1
41659,74,244,1.0,4.11,21.9,0.0,0.5,4.68,0.0,28.08,1.0,1.0,0.0,0.0,16.9,10,Wednesday,1
41660,75,24,1.0,1.53,11.4,0.0,0.5,2.58,0.0,15.48,1.0,1.0,0.0,0.0,10.566666666666666,10,Wednesday,1
41661,74,75,1.0,1.67,13.5,0.0,0.5,0.0,0.0,15.0,2.0,1.0,0.0,0.0,13.233333333333333,10,Wednesday,1
41662,74,75,1.0,1.29,9.3,0.0,0.5,2.16,0.0,12.96,1.0,1.0,0.0,0.0,7.55,10,Wednesday,1
41663,75,41,1.0,1.58,10.7,0.0,0.5,0.0,0.0,12.2,1.0,1.0,0.0,0.0,8.566666666666666,10,Wednesday,1
41664,74,236,1.0,2.45,16.3,0.0,0.5,4.11,0.0,24.66,1.0,1.0,2.75,0.0,16.033333333333335,10,Wednesday,1
41665,41,142,1.0,2.54,13.5,0.0,0.5,4.44,0.0,22.19,1.0,1.0,2.75,0.0,11.05,10,Wednesday,1
41666,41,116,1.0,1.44,11.4,0.0,0.5,0.0,0.0,12.9,2.0,1.0,0.0,0.0,9.166666666666666,10,Wednesday,1
41667,166,239,1.0,1.7,11.4,2.75,1.5,3.9,0.0,19.55,1.0,1.0,2.75,0.0,8.483333333333333,10,Wednesday,1
41668,24,140,1.0,3.9,25.4,2.75,1.5,3.56,0.0,33.21,1.0,1.0,2.75,0.0,25.6,10,Wednesday,1
41669,75,141,1.0,2.42,15.6,0.0,0.5,4.96,0.0,24.81,1.0,1.0,2.75,0.0,15.266666666666667,10,Wednesday,1
41670,75,263,1.0,1.25,9.3,0.0,0.5,1.0,0.0,11.8,1.0,1.0,0.0,0.0,7.1,10,Wednesday,1
41672,74,151,1.0,2.14,14.9,0.0,0.5,0.0,0.0,16.4,2.0,1.0,0.0,0.0,13.416666666666666,10,Wednesday,1
41674,42,41,1.0,0.95,6.5,0.0,0.5,2.0,0.0,10.0,1.0,1.0,0.0,0.0,3.95,10,Wednesday,1
41677,74,116,1.0,2.53,17.0,0.0,0.5,0.0,0.0,18.5,2.0,1.0,0.0,0.0,16.9,10,Wednesday,1
41678,74,75,1.0,1.63,10.7,0.0,0.5,3.05,0.0,15.25,1.0,1.0,0.0,0.0,8.633333333333333,10,Wednesday,1
41679,74,75,1.0,1.35,7.9,0.0,0.5,0.94,0.0,10.34,1.0,1.0,0.0,0.0,5.35,10,Wednesday,1
41680,74,236,1.0,2.16,12.8,0.0,0.5,3.41,0.0,20.46,1.0,1.0,2.75,0.0,10.566666666666666,10,Wednesday,1
41683,75,236,1.0,0.6,6.5,0.0,0.5,2.15,0.0,12.9,1.0,1.0,2.75,0.0,4.133333333333334,10,Wednesday,1
41684,129,7,1.0,3.52,20.5,0.0,0.5,1.0,0.0,23.0,1.0,1.0,0.0,0.0,18.966666666666665,9,Wednesday,1
41686,74,74,1.0,0.39,4.4,0.0,0.5,0.0,0.0,5.9,2.0,1.0,0.0,0.0,1.25,11,Wednesday,1
41687,97,66,1.0,1.73,12.8,0.0,0.5,2.86,0.0,17.16,1.0,1.0,0.0,0.0,12.533333333333333,11,Wednesday,1
41690,244,151,1.0,4.56,22.6,0.0,0.5,8.06,0.0,34.91,1.0,1.0,2.75,0.0,19.116666666666667,11,Wednesday,1
41691,65,97,1.0,0.82,8.6,0.0,0.5,0.0,0.0,10.1,2.0,1.0,0.0,0.0,8.216666666666667,11,Wednesday,1
41692,74,75,1.0,0.95,7.2,0.0,0.5,2.18,0.0,10.88,1.0,1.0,0.0,0.0,5.266666666666667,11,Wednesday,1
41693,43,238,1.0,1.28,10.7,0.0,0.5,3.74,0.0,18.69,1.0,1.0,2.75,0.0,8.916666666666666,11,Wednesday,1
41694,41,74,1.0,0.76,7.9,0.0,0.5,1.0,0.0,10.4,1.0,1.0,0.0,0.0,6.316666666666666,11,Wednesday,1
41695,74,237,1.0,2.82,20.5,0.0,0.5,4.95,0.0,29.7,1.0,1.0,2.75,0.0,22.3,11,Wednesday,1
41696,192,7,1.0,0.0,28.5,0.0,1.5,0.0,0.0,30.0,1.0,1.0,0.0,0.0,20.583333333333332,11,Wednesday,1
41697,43,236,1.0,1.37,11.4,0.0,0.5,0.0,0.0,15.65,2.0,1.0,2.75,0.0,12.083333333333334,11,Wednesday,1
41701,166,151,1.0,1.09,8.6,0.0,0.5,2.02,0.0,12.12,1.0,1.0,0.0,0.0,6.016666666666667,11,Wednesday,1
41702,43,43,1.0,1.16,7.9,0.0,0.5,1.88,0.0,11.28,1.0,1.0,0.0,0.0,4.8,11,Wednesday,1
41703,74,236,1.0,1.65,11.4,0.0,0.5,0.0,0.0,15.65,1.0,1.0,2.75,0.0,10.966666666666667,6,Wednesday,1
41705,75,236,1.0,1.27,11.4,0.0,0.5,0.0,0.0,15.65,2.0,1.0,2.75,0.0,13.133333333333333,11,Wednesday,1
41706,75,263,1.0,1.15,10.7,0.0,0.5,3.74,0.0,18.69,1.0,1.0,2.75,0.0,10.366666666666667,11,Wednesday,1
41707,74,140,1.0,3.82,23.3,0.0,0.5,0.0,0.0,27.55,1.0,1.0,2.75,0.0,24.5,11,Wednesday,1
41708,74,43,1.0,2.38,14.9,0.0,0.5,0.0,0.0,19.15,2.0,1.0,2.75,0.0,14.383333333333333,11,Wednesday,1
41709,74,236,1.0,2.23,13.5,0.0,0.5,0.0,0.0,17.75,2.0,1.0,2.75,0.0,12.15,11,Wednesday,1
41713,74,43,1.0,2.75,19.8,0.0,0.5,4.81,0.0,28.86,1.0,1.0,2.75,0.0,19.883333333333333,11,Wednesday,1
41714,25,65,1.0,0.37,5.1,0.0,0.5,1.98,0.0,8.58,1.0,1.0,0.0,0.0,2.8333333333333335,10,Wednesday,1
41715,65,87,1.0,2.13,12.8,0.0,0.5,2.86,0.0,17.16,1.0,1.0,0.0,0.0,1389.3,11,Wednesday,1
41717,129,129,1.0,1.34,12.1,0.0,0.5,0.0,0.0,13.6,2.0,1.0,0.0,0.0,12.0,11,Wednesday,1
41718,129,260,1.0,2.31,18.4,0.0,0.5,0.0,0.0,19.9,2.0,1.0,0.0,0.0,19.766666666666666,11,Wednesday,1
41719,43,142,1.0,2.08,14.2,0.0,0.5,3.69,0.0,22.14,1.0,1.0,2.75,0.0,12.85,10,Wednesday,1
41720,43,48,1.0,3.51,21.9,0.0,0.5,5.38,0.0,32.28,1.0,1.0,2.75,0.75,22.333333333333332,11,Wednesday,1
41721,244,238,1.0,4.83,24.7,0.0,0.5,5.79,0.0,34.74,1.0,1.0,2.75,0.0,21.95,11,Wednesday,1
41722,226,161,1.0,3.14,23.3,0.0,0.5,0.0,0.0,28.3,2.0,1.0,2.75,0.75,22.483333333333334,11,Wednesday,1
41723,74,75,1.0,1.38,11.4,0.0,0.5,2.58,0.0,15.48,1.0,1.0,0.0,0.0,11.0,11,Wednesday,1
41724,74,74,1.0,0.0,3.0,0.0,0.5,1.12,0.0,5.62,1.0,1.0,0.0,0.0,0.8666666666666667,11,Wednesday,1
41725,43,236,1.0,0.69,6.5,0.0,0.5,0.0,0.0,10.75,2.0,1.0,2.75,0.0,5.0,11,Wednesday,1
41730,223,138,1.0,3.45,15.6,5.0,0.5,4.42,0.0,26.52,1.0,1.0,0.0,0.0,7.05,11,Wednesday,1
41733,43,43,1.0,1.1,7.9,0.0,1.5,0.0,0.0,9.4,2.0,1.0,0.0,0.0,6.1,11,Wednesday,1
41735,74,75,1.0,1.24,7.9,0.0,0.5,0.0,0.0,9.4,2.0,1.0,0.0,0.0,5.633333333333334,11,Wednesday,1
41736,42,41,1.0,1.3,8.6,0.0,1.5,3.0,0.0,13.1,1.0,1.0,0.0,0.0,7.4,11,Wednesday,1
41739,75,236,1.0,0.5,5.8,2.75,1.5,0.0,0.0,10.05,2.0,1.0,2.75,0.0,3.6666666666666665,11,Wednesday,1
41745,74,75,1.0,1.4,9.3,0.0,1.5,0.0,0.0,10.8,3.0,1.0,0.0,0.0,7.516666666666667,11,Wednesday,1
41747,74,236,1.0,1.56,10.0,0.0,0.5,0.0,0.0,14.25,2.0,1.0,2.75,0.0,9.916666666666666,11,Wednesday,1
41748,97,181,1.0,1.9,14.2,0.0,0.5,3.92,0.0,19.62,1.0,1.0,0.0,0.0,13.666666666666666,11,Wednesday,1
41751,41,236,1.0,1.7,11.4,0.0,0.5,2.0,0.0,17.65,1.0,1.0,2.75,0.0,9.183333333333334,11,Wednesday,1
41752,74,75,1.0,1.38,9.3,0.0,0.5,2.16,0.0,12.96,1.0,1.0,0.0,0.0,7.066666666666666,11,Wednesday,1
41753,82,138,1.0,3.67,17.0,5.0,0.5,4.7,0.0,28.2,1.0,1.0,0.0,0.0,7.933333333333334,11,Wednesday,1
41754,95,95,1.0,1.48,11.4,0.0,0.5,2.58,0.0,15.48,1.0,1.0,0.0,0.0,9.916666666666666,11,Wednesday,1
41755,74,74,1.0,0.05,3.0,0.0,0.5,0.0,0.0,4.5,2.0,1.0,0.0,0.0,0.8333333333333334,11,Wednesday,1
41756,74,236,1.0,1.65,9.3,0.0,0.5,0.0,0.0,13.55,2.0,1.0,2.75,0.0,6.616666666666666,11,Wednesday,1
41757,177,177,1.0,0.0,16.5,0.0,1.5,0.0,0.0,18.0,1.0,1.0,0.0,0.0,6.983333333333333,11,Wednesday,1
41759,74,75,1.0,1.38,7.9,0.0,0.5,1.88,0.0,11.28,1.0,1.0,0.0,0.0,4.966666666666667,11,Wednesday,1
41760,74,74,1.0,1.14,10.7,0.0,0.5,0.0,0.0,12.2,2.0,1.0,0.0,0.0,10.383333333333333,11,Wednesday,1
41761,74,74,1.0,0.63,6.5,0.0,0.5,1.6,0.0,9.6,1.0,1.0,0.0,0.0,4.533333333333333,11,Wednesday,1
41762,166,151,1.0,1.38,9.3,0.0,0.5,1.0,0.0,11.8,1.0,1.0,0.0,0.0,6.666666666666667,11,Wednesday,1
41764,74,263,1.0,2.67,15.6,0.0,0.5,0.0,0.0,19.85,1.0,1.0,2.75,0.0,14.083333333333334,10,Wednesday,1
41765,75,74,1.0,1.86,12.1,0.0,0.5,2.72,0.0,16.32,1.0,1.0,0.0,0.0,1390.3833333333334,10,Wednesday,1
41766,264,264,1.0,0.0,23.0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,0.0,0.0,0.03333333333333333,11,Wednesday,1
41767,41,264,1.0,0.0,10.0,0.0,0.0,2.2,0.0,13.2,1.0,2.0,0.0,0.0,0.05,11,Wednesday,1
41768,74,75,1.0,1.1,7.9,0.0,0.5,1.88,0.0,11.28,1.0,1.0,0.0,0.0,6.4,11,Wednesday,1
41769,74,41,1.0,0.86,6.5,0.0,0.5,0.0,0.0,8.0,2.0,1.0,0.0,0.0,4.616666666666666,11,Wednesday,1
41770,83,160,1.0,2.2,13.5,0.0,0.5,3.0,0.0,18.0,1.0,1.0,0.0,0.0,11.883333333333333,11,Wednesday,1
41771,130,130,1.0,1.76,10.7,0.0,0.5,2.44,0.0,14.64,1.0,1.0,0.0,0.0,9.266666666666667,11,Wednesday,1
41772,74,75,1.0,1.51,9.3,0.0,0.5,0.0,0.0,10.8,2.0,1.0,0.0,0.0,7.066666666666666,11,Wednesday,1
41775,74,75,1.0,1.77,12.1,0.0,0.5,2.72,0.0,16.32,1.0,1.0,0.0,0.0,10.55,11,Wednesday,1
41776,41,75,1.0,0.48,5.1,0.0,0.5,1.32,0.0,7.92,1.0,1.0,0.0,0.0,1.9666666666666666,11,Wednesday,1
41777,75,100,1.0,4.06,25.4,0.0,0.5,4.56,0.0,34.96,1.0,1.0,2.75,0.75,26.433333333333334,11,Wednesday,1
41778,75,74,1.0,0.7,5.1,0.0,1.5,0.0,0.0,6.6,2.0,1.0,0.0,0.0,2.1333333333333333,11,Wednesday,1
41779,75,151,1.0,1.59,12.1,0.0,0.5,0.0,0.0,13.6,2.0,1.0,0.0,0.0,11.133333333333333,11,Wednesday,1
41780,166,238,1.0,1.21,8.6,0.0,0.5,3.03,0.0,13.13,1.0,1.0,0.0,0.0,5.783333333333333,11,Wednesday,1
41781,41,41,1.0,3.83,24.7,0.0,0.5,5.24,0.0,31.44,1.0,1.0,0.0,0.0,25.266666666666666,11,Wednesday,1
41784,74,263,1.0,2.19,13.5,0.0,0.5,4.44,0.0,22.19,1.0,1.0,2.75,0.0,11.283333333333333,11,Wednesday,1
41785,74,75,1.0,1.34,7.9,0.0,0.5,1.88,0.0,11.28,1.0,1.0,0.0,0.0,5.716666666666667,11,Wednesday,1
41786,74,236,1.0,2.45,15.6,0.0,0.5,3.97,0.0,23.82,1.0,1.0,2.75,0.0,14.716666666666667,11,Wednesday,1
